URL,Time,Tweet Content
https://twitter.com/ujiiiiiiii2/status/1561319729167421442,2022-08-21 20:50:06.008000,“@_HTwiceonce ☺︎マークの中でレート合いそうなものと交換希望しております…！ご検討よろしくお願いします🤲”
https://twitter.com/ujiiiiiiii2/status/1561543225621356544,2022-08-22 11:38:11.715000,“@yuyon__ お求めございますでしょうか…？”
https://twitter.com/ujiiiiiiii2/status/1563146369350520838,2022-08-26 21:48:30.965000,“@_HTwiceonce ご検討いただけましたでしょうか…？😢”
https://twitter.com/ujiiiiiiii2/status/1563158035014463489,2022-08-26 22:34:52.276000,“@uFkDxkPUWlHHGBO お譲り可能なラントレの画像はこちらで間違い無いでしょうか…？”
https://twitter.com/ujiiiiiiii2/status/1563164633933828098,2022-08-26 23:01:05.581000,“@uFkDxkPUWlHHGBO 💕のもの求めております！”
https://twitter.com/ujiiiiiiii2/status/1563340099235893255,2022-08-27 10:38:19.769000,"“@oeqxss ご返信ありがとうございますっ！
こちらとの交換は可能でしょうか？♡”"
https://twitter.com/ujiiiiiiii2/status/1563342595853414400,2022-08-27 10:48:15.009000,“@chaeyoung_aka お求めございますか？😢”
https://twitter.com/ujiiiiiiii2/status/1563343340988293121,2022-08-27 10:51:12.663000,“@eoii80 お求めございますか？？😢”
https://twitter.com/ujiiiiiiii2/status/1563344099310071808,2022-08-27 10:54:13.461000,"“@chaeyoung_aka 画像拝借失礼します😢
💕つけたものを希望します、がレート的に厳しければお断りいただいても大丈夫です！ご検討よろしくお願いします🥺”"
https://twitter.com/ujiiiiiiii2/status/1563345686447304712,2022-08-27 11:00:31.864000,"“@manga091711 ご返信ありがとうございますっ！
そして画像拝借失礼します…！
💕つけたのものを求めております…！交換可能なものございましたら…ぜひご検討よろしくお願いします。”"
https://twitter.com/ujiiiiiiii2/status/1563346140048764930,2022-08-27 11:02:20.011000,“@manga091711 もちろんです！ありがとうございます😊DM伺ってよろしいでしょうか？”
https://twitter.com/ujiiiiiiii2/status/1563356787520126976,2022-08-27 11:44:38.566000,“@uFkDxkPUWlHHGBO 左側のツウィちゃんを希望します！”
https://twitter.com/ujiiiiiiii2/status/1563370070373322752,2022-08-27 12:37:25.445000,"“@eoii80 当方こちらを求めておりまして…！
交換可能でしょうか？💦
ご検討よろしくお願いします！”"
https://twitter.com/ujiiiiiiii2/status/1563384207337959424,2022-08-27 13:33:35.960000,"“@chaeyoung_aka 買取は考えておらず…
チェヨンちゃんdoughnut 🍩 と
サナちゃんのcelebrateの1:1なら可能でしょうか…？”"
https://twitter.com/ujiiiiiiii2/status/1563390005598334977,2022-08-27 13:56:38.373000,"“@chaeyoung_aka こちらは余ってますか…？
もしなければオールで大丈夫です！”"
https://twitter.com/ujiiiiiiii2/status/1563390042361307137,2022-08-27 13:56:47.138000,“@eoii80 可能です！✨”
https://twitter.com/ujiiiiiiii2/status/1563397878784991232,2022-08-27 14:27:55.487000,"“@chaeyoung_aka 何度もすみません…！
ツウィちゃんは余ってますか…？
そちらもなければオールでお願いしたいです💦😢”"
https://twitter.com/ujiiiiiiii2/status/1563434418210893824,2022-08-27 16:53:07.165000,“@chaeyoung_aka ではツウィちゃんとチェヨンちゃんの交換でお願いしたいです！🥹”
https://twitter.com/ujiiiiiiii2/status/1563434995816882177,2022-08-27 16:55:24.877000,“@chaeyoung_aka DM伺います！”
https://twitter.com/ujiiiiiiii2/status/1563728735999733760,2022-08-28 12:22:37.994000,“@kame___mo 🐢”
https://twitter.com/arutamaaaaaaan/status/1541373468431618048,2022-06-27 19:50:46.865000,“@LISA2kurow 事務所さんからのお願いは誹謗中傷のことではなく画像の無断転載やめましょうねというお願いみたいです💦”
https://twitter.com/arutamaaaaaaan/status/1556523564232192000,2022-08-08 15:11:51.179000,“@OUtxIcbMW4xhY55 迷惑行為はあなたの方だと思います・・。他の方を巻き込まないであげてください😭”
https://twitter.com/arutamaaaaaaan/status/1556532546866860032,2022-08-08 15:47:32.806000,“@aniwotaku https://t.co/9dvi9CgfKXいのりさん無断転載禁止なのでアイコンもお気をつけてっ！😭”
https://twitter.com/arutamaaaaaaan/status/1556569679467974656,2022-08-08 18:15:05.908000,"“@aniwotaku とんでもない！
いきなりすみませんでした💦”"
https://twitter.com/arutamaaaaaaan/status/1556861738494021633,2022-08-09 13:35:38.206000,“@OUtxIcbMW4xhY55 5ちゃんねるに晒されてますよ・・お気をつけて。”
https://twitter.com/arutamaaaaaaan/status/1556963996309131264,2022-08-09 20:21:58.369000,"“@OUtxIcbMW4xhY55 5ちゃんねるに晒されてますよ…
執拗に責めるのやめたらどうです？
不愉快です。”"
https://twitter.com/arutamaaaaaaan/status/1557896989852856320,2022-08-12 10:09:21.364000,“@ClarinQ3A07 https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1559028903804448770,2022-08-15 13:07:10.680000,“いのりちゃんは全くもってそんな子じゃ無いのに。。”
https://twitter.com/arutamaaaaaaan/status/1560438990494306306,2022-08-19 10:30:21.545000,“特典はタダのおまけだと思うけどなぁ”
https://twitter.com/arutamaaaaaaan/status/1560804846265110528,2022-08-20 10:44:08.358000,“@kurumi_LVS https://t.co/9dvi9CxR9xアイコン無断転載なので変更してほしいです😢”
https://twitter.com/arutamaaaaaaan/status/1561269080555790336,2022-08-21 17:28:50.438000,“@nm7oneness https://t.co/9dvi9CgfKXいのりさん無断転載禁止なのでご遠慮願いますー！”
https://twitter.com/arutamaaaaaaan/status/1561996440632602625,2022-08-23 17:39:06.594000,“@treasureman8810 ツアーグッズですよ〜”
https://twitter.com/arutamaaaaaaan/status/1562131267868450817,2022-08-24 02:34:51.912000,“@sekainojoe ファンクラブに入ることをオススメします”
https://twitter.com/arutamaaaaaaan/status/1563000532272177153,2022-08-26 12:09:00.696000,“@sm0720_saoll アイコン変えてくださいね😢https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1563077733369782273,2022-08-26 17:15:46.872000,“@TVhiro1 https://t.co/9dvi9CgfKX事務所からのお願いよく確認してください😢いのりちゃんが悲しみます😢”
https://twitter.com/arutamaaaaaaan/status/1563082807382945795,2022-08-26 17:35:56.611000,“@TVhiro1 https://t.co/9dvi9CgfKXよろしくお願いします😭💦”
https://twitter.com/arutamaaaaaaan/status/1563091462136352769,2022-08-26 18:10:20.065000,“@0f24b2368115413 アイコン😢https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1563195140063125506,2022-08-27 01:02:18.809000,“@7VkODJ9gAwLXh8d https://t.co/9dvi9CgfKXやめてください”
https://twitter.com/arutamaaaaaaan/status/1563341202589528064,2022-08-27 10:42:42.829000,"“@Arupaka_yui https://t.co/9dvi9CgfKX
やめてください😭”"
https://twitter.com/arutamaaaaaaan/status/1563699473108193280,2022-08-28 10:26:21.177000,“@moyashi_animes @MrDalkun それバンドメンバーですし事実無根なのにようやりますわ”
https://twitter.com/arutamaaaaaaan/status/1563703673938554880,2022-08-28 10:43:02.733000,"“@moyashi_animes 訂正すべきは鼻毛〜のくだりですけどね。
誰から聞いた話ですか？
実際そんな様子がメイキングに収録されると思います？つまらない投稿でフォロリツ稼ぎ乙です。”"
https://twitter.com/arutamaaaaaaan/status/1563704232955416579,2022-08-28 10:45:16.013000,“@moyashi_animes 違法動画を参考に、ですか。笑”
https://twitter.com/arutamaaaaaaan/status/1563704314463342592,2022-08-28 10:45:35.446000,“@moyashi_animes これからはファンの気持ちよく考えて投稿願います。”
https://twitter.com/arutamaaaaaaan/status/1563706421916553217,2022-08-28 10:53:57.902000,“@moyashi_animes あなたの投稿を信じて嘘が拡散されてることに対して罪の意識持ってくださいね。これからはお気をつけて。”
https://twitter.com/arutamaaaaaaan/status/1563836240583004161,2022-08-28 19:29:49.084000,“@Shunske0213 https://t.co/9dvi9CgfKXアイコン無断転載です…”
https://twitter.com/arutamaaaaaaan/status/1563875936503599104,2022-08-28 22:07:33.329000,“@rinharuuuu https://t.co/9dvi9CgfKXアイコン変更してください〜”
https://twitter.com/arutamaaaaaaan/status/1564148856677249024,2022-08-29 16:12:02.569000,“@NoaAv1v アイコン無断転載なので変更してください。。https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1564786671463178240,2022-08-31 10:26:29.464000,"“@hanakuso1015 二次加工乙です。
https://t.co/9dvi9CgfKX”"
https://twitter.com/arutamaaaaaaan/status/1564829337034973184,2022-08-31 13:16:01.729000,“@natsukitchen_08 今日なら振替日わざわざ発表しないと思いますよ”
https://twitter.com/arutamaaaaaaan/status/1564837719464849408,2022-08-31 13:49:20.256000,“@ichika_AIR 何様?”
https://twitter.com/arutamaaaaaaan/status/1564837870782754817,2022-08-31 13:49:56.333000,"“@ichika_AIR お前中心に世界回ってないからな？
さっさとファン辞めな”"
https://twitter.com/arutamaaaaaaan/status/1564839389137551361,2022-08-31 13:55:58.337000,“@x_zgmf 1人ってどこに書いてあります？？”
https://twitter.com/arutamaaaaaaan/status/1564840950660141057,2022-08-31 14:02:10.633000,“お前みたいな奴がライブに来なくて良かった”
https://twitter.com/arutamaaaaaaan/status/1564841202549043200,2022-08-31 14:03:10.688000,"“#水瀬いのり
なにこいつw”"
https://twitter.com/arutamaaaaaaan/status/1564842136029212672,2022-08-31 14:06:53.247000,“@Hang_Kin_Shuku 振替行えてるんで心配しないでくださいw”
https://twitter.com/arutamaaaaaaan/status/1564849244799770625,2022-08-31 14:35:08.110000,"“#水瀬いのり
優しい世界であってほしいと書いたいのりちゃんの気持ち返して？”"
https://twitter.com/arutamaaaaaaan/status/1564849332272082944,2022-08-31 14:35:28.965000,"“#水瀬いのり
こういうやつがファンってしんどいだうろな”"
https://twitter.com/arutamaaaaaaan/status/1564850324002652166,2022-08-31 14:39:25.412000,“@polaris77_ 恐らく発表前に入念に打ち合わせしてると思います…”
https://twitter.com/arutamaaaaaaan/status/1564852183278833665,2022-08-31 14:46:48.698000,“@shota1soulbird ご本人は元気ですよ”
https://twitter.com/arutamaaaaaaan/status/1564865495282507776,2022-08-31 15:39:42.527000,“@I_ten_0104 映像収録は横アリなのでしっかりダブアンやりますよ”
https://twitter.com/arutamaaaaaaan/status/1564893904897421312,2022-08-31 17:32:35.907000,“@nakanakashi0728 本人は元気ですよ？”
https://twitter.com/arutamaaaaaaan/status/1564918082690158592,2022-08-31 19:08:40.342000,“@kota_chan_nana 1人じゃないんだと思います。。。”
https://twitter.com/arutamaaaaaaan/status/1564920860401475585,2022-08-31 19:19:42.600000,“@wskeishi 本人は元気ですよ”
https://twitter.com/arutamaaaaaaan/status/1564921052416733184,2022-08-31 19:20:28.380000,“@shuhei_inorin https://t.co/9dvi9CgfKXアイコン無断転載なので変更してくださいね😢”
https://twitter.com/arutamaaaaaaan/status/1564921352758312960,2022-08-31 19:21:39.987000,“@koichijikan なぜ謝る必要が？”
https://twitter.com/arutamaaaaaaan/status/1564958207851712513,2022-08-31 21:48:06.926000,"“#水瀬いのり
なんなん、こいつ？”"
https://twitter.com/arutamaaaaaaan/status/1565161167626317824,2022-09-01 11:14:36.307000,“@kumatakumao 延期て日本語読めます？”
https://twitter.com/arutamaaaaaaan/status/1565198442926080000,2022-09-01 13:42:43.431000,“@kekekenokeeeee 最大規模の横アリが収録で間違いないですよ。ホールとは演出の派手さも違いますし。”
https://twitter.com/arutamaaaaaaan/status/1565206407804116994,2022-09-01 14:14:22.406000,“@minase_eclair アイコン無断転載なので変更してくださいね！https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1565218506463137792,2022-09-01 15:02:26.951000,"“@koichijikan 0700 メロンさんex＠ご利用は紳士的に (ﾜｯﾁｮｲ 22a8-yNcK) 2022/09/01(木) 00:13:06.51
&gt;&gt;696 
水瀬に何か落ち度があるのなら謝罪がいるけどコロナで延期は災害と同じだろ 
そのような苦難に耐えるという話で謝罪するようなことではない 
アンチ脳というのは一種の発達障害ではないかな”"
https://twitter.com/arutamaaaaaaan/status/1565218658875772928,2022-09-01 15:03:03.289000,"“@koichijikan 0703 メロンさんex＠ご利用は紳士的に (ﾃﾃﾝﾃﾝﾃﾝ MM66-7uqO) 2022/09/01(木) 00:35:00.27
謝罪と言ってる奴は水瀬も被害者だという事を忘れてるだろ”"
https://twitter.com/arutamaaaaaaan/status/1565585646206406656,2022-09-02 15:21:19.887000,“@DQMLS_ https://t.co/9dvi9CgfKXアイコン無断転載ですよー”
https://twitter.com/arutamaaaaaaan/status/1565940179566620674,2022-09-03 14:50:07.227000,“@49cKBPhe2FW5xEz アイコン無断転載なので変えてくださいねhttps://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1565958867044814849,2022-09-03 16:04:22.669000,“@IwQIHEJoS1TFnix アイコン無断転載ですよ〜https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1565959376875073536,2022-09-03 16:06:24.222000,“@tTRgztlozVHNoYd アイコン無断転載ですね〜https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1565975284104306689,2022-09-03 17:09:36.801000,“@_ryo_0105 アイコン無断転載ですね〜https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1565987303633276928,2022-09-03 17:57:22.480000,“@Yakufann いちご？たい焼きだろ”
https://twitter.com/arutamaaaaaaan/status/1566004940274708480,2022-09-03 19:07:27.383000,"“@love_megumi__ 侮辱罪

@axlone_staff”"
https://twitter.com/arutamaaaaaaan/status/1566007976023842816,2022-09-03 19:19:31.162000,“@Yakufann ドラポ、ね”
https://twitter.com/arutamaaaaaaan/status/1566053664539627520,2022-09-03 22:21:04.153000,“@iseisseiise 変更願います〜”
https://twitter.com/arutamaaaaaaan/status/1566188291258388481,2022-09-04 07:16:01.664000,“@moko_aimai 着飾って力強くあろうとしてた今までの方がよっぽど芝居した歌声だと思います”
https://twitter.com/arutamaaaaaaan/status/1566194291990376448,2022-09-04 07:39:52.350000,“@tTRgztlozVHNoYd アイコン変えてねhttps://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1566275361645608961,2022-09-04 13:02:00.862000,"“@miml_xx アイコン無断転載ーhttps://t.co/9dvi9CgfKX
ブロックかな？”"
https://twitter.com/arutamaaaaaaan/status/1566710766455365633,2022-09-05 17:52:09.458000,“@eringinori 本人疲れてるって言われるのいっちばん嫌いなんで書き込まないでね？”
https://twitter.com/arutamaaaaaaan/status/1566711041895337985,2022-09-05 17:53:15.128000,“@maru_pen_nin ボルト、うたわれるもの　見てください〜”
https://twitter.com/arutamaaaaaaan/status/1566728921185300480,2022-09-05 19:04:17.883000,“@O5PD0I0WADbg0xX うぜえ”
https://twitter.com/arutamaaaaaaan/status/1566784913042354176,2022-09-05 22:46:47.382000,“@noko_noko69 アークナイツ、タイアップですよ〜”
https://twitter.com/arutamaaaaaaan/status/1566803921435119616,2022-09-06 00:02:19.336000,“@1207_sashisu アイコン無断転載ですよ〜https://t.co/9dvi9CgfKX”
https://twitter.com/arutamaaaaaaan/status/1566816448521342981,2022-09-06 00:52:06.026000,“@_______mk_12 ご本人はアイドルではないですからビジュアル面の好みで云々言うツイートは本人見たら悲しみますよ〜”
https://twitter.com/arutamaaaaaaan/status/1567392890325991426,2022-09-07 15:02:40.462000,“@0f24b2368115413 いつアイコン変えんの?https://t.co/9dvi9CyoZ5”
https://twitter.com/arutamaaaaaaan/status/1567443576182931456,2022-09-07 18:24:04.912000,“@mukakin_seriza アイコン変えてね？https://t.co/9dvi9CyoZ5”
https://twitter.com/arutamaaaaaaan/status/1567452238758711296,2022-09-07 18:58:30.231000,“@kotohonoUTD アイコン変えてね〜https://t.co/9dvi9CyoZ5”
https://twitter.com/arutamaaaaaaan/status/1567512924423585793,2022-09-07 22:59:38.821000,“@bazirisuku_0323 前髪流してるから？”
https://twitter.com/arutamaaaaaaan/status/1567515531305168897,2022-09-07 23:10:00.350000,“@yamashitakamo 誹謗中傷？”
https://twitter.com/arutamaaaaaaan/status/1567553171752652800,2022-09-08 01:39:34.532000,“@towakuro_key リップ以外すっぴん”
https://twitter.com/arutamaaaaaaan/status/1567557174452432896,2022-09-08 01:55:28.850000,“@tarakoudon1206 そういう余計なお世話な書き込みでまた引き攣っちゃうよ”
https://twitter.com/arutamaaaaaaan/status/1567672748486594560,2022-09-08 09:34:43.847000,“@papapamachi デリカシーないね”
https://twitter.com/arutamaaaaaaan/status/1567673280919896065,2022-09-08 09:36:50.789000,"“@liverpool0809 それわざわざ書く意味ある？
本人の気持ち考えて？”"
https://twitter.com/arutamaaaaaaan/status/1567773744390881281,2022-09-08 16:16:03.147000,“@ichigo_inori なんのためのファンクラブ特典か解ってる？？？https://t.co/9dvi9CyoZ5アイコンも無断転載ですし。”
https://twitter.com/arutamaaaaaaan/status/1577877854255075328,2022-10-06 13:26:10.664000,“諏訪さんは整形して、アレ、ですからね😰”
https://twitter.com/arutamaaaaaaan/status/1584518955825127425,2022-10-24 21:15:32.664000,"“@inoriminase_Kur いつもスタッフ着用の写真の後直前に本人写真きますよ〜
おそらくまだリハーサルが始まっていないから着用写真が撮れないのかと。”"
https://twitter.com/arutamaaaaaaan/status/1585206502914039808,2022-10-26 18:47:36.664000,"“@SiskoSone @inno_f1ag いえいえ！
割り込み失礼しました！”"
https://twitter.com/jj42765401/status/1420353144089767940,2021-07-28 20:59:13.093000,“それなら最初から応募しないでください https://t.co/668A7cZRSw”
https://twitter.com/jj42765401/status/1420365686740717573,2021-07-28 21:49:03.494000,“@sarbanto777 こちら隠してないですよ。 https://t.co/wWg6H25dT6”
https://twitter.com/jj42765401/status/1420631511334670336,2021-07-29 15:25:21.016000,“急なんですが、諸般の事情によりいのりんライブ参加しない事にしました！🍀😅やはり、この時期は！🙄🎀”
https://twitter.com/jj42765401/status/1420693704034066432,2021-07-29 19:32:28.911000,"“@sota34208088 FF外から失礼します。
そちらは有料FC会員である、いのりまちの町民しか見られない特権です。Twitterなど一般の方の目に映る場所への無断転載はいのりまちのマナー違反ですので、削除願います。。”"
https://twitter.com/jj42765401/status/1421304239716855814,2021-07-31 11:58:31.961000,“…わざわざTwitterに書く意味ありますか https://t.co/L5jaxaabmY”
https://twitter.com/jj42765401/status/1424389999038849024,2021-08-09 00:20:14.314000,“@work_is_over なんで　@inoriminase のところトリミングしてるの？”
https://twitter.com/jj42765401/status/1425704732924944387,2021-08-12 15:24:31.299000,“@kimousujikimoki わざわざ画像保存してんのウケる”
https://twitter.com/jj42765401/status/1425835985548365824,2021-08-13 00:06:04.363000,"“こいつブッサイクだな、よく写真集なんか出せるなおいwww
#水瀬いのり #どうせ枕営業してるんだから僕にもヤラせろや #ブス #声優”"
https://twitter.com/jj42765401/status/1426865925060395008,2021-08-15 20:18:41.078000,"“飽食にわかついにFCいのりまちの画像まで使い出したか。
いのりまちに報告しよーっと https://t.co/hMEjwjhRqm”"
https://twitter.com/jj42765401/status/1426866253721837569,2021-08-15 20:19:59.437000,“@SkyHi_inori あなたのアイコンとヘッダーも著作権的にアウトですけどね。。”
https://twitter.com/jj42765401/status/1426898622033973255,2021-08-15 22:28:36.644000,“@LISA2kurow またすぐ転載？”
https://twitter.com/jj42765401/status/1426905861377515529,2021-08-15 22:57:22.638000,"“キングレコード提供のままじゃ無理じゃないだろうか
あと水瀬さんって至って普通の女の子ですよね？イカれた話なんてしてたことありましたっけ？ https://t.co/yBZsjO1zlA”"
https://twitter.com/jj42765401/status/1427144524896161802,2021-08-16 14:45:44.455000,"“またしてもFC画像…
今すぐ消してください https://t.co/vOU5m1xlPS”"
https://twitter.com/jj42765401/status/1427152324464582656,2021-08-16 15:16:44.017000,"“@work_is_over 有料会員しか見られない画像をweb上に上げるのはマナー違反です。
お金を払っている会員をなんだと思っているんですか。即刻削除願います。”"
https://twitter.com/jj42765401/status/1429791912672694282,2021-08-23 22:05:30.887000,"“@Maobook_Ryu86 @gotobun69 スルースキルもない声優オタ湧いてて草
女優やアイドルと比べたら大して顔面偏差値高くないのに声で上乗せして評価してんの愚かやな…”"
https://twitter.com/jj42765401/status/1432007000230031363,2021-08-30 00:47:28.915000,“@dokimuki 3年前の服着られてる時点で体型維持は万全かと思いますが。。。”
https://twitter.com/jj42765401/status/1435062575012540420,2021-09-07 11:09:14.713000,"“@inorin_inonuki ff外から失礼します。
それ著作権侵害で犯罪ですよ…”"
https://twitter.com/jj42765401/status/1435540610543325186,2021-09-08 18:48:47.265000,“ライブも行かなければグッズも買わないのかよwwwwwwwwwwwwwww https://t.co/vzfN0gHUV6”
https://twitter.com/jj42765401/status/1437775885550166023,2021-09-14 22:50:58.356000,“@wLXmEi3HQem72CI 違法アイコンでリプ飛ばすのやめた方がいいですよ。”
https://twitter.com/jj42765401/status/1438690032898871296,2021-09-17 11:23:28.068000,"“@dokimuki ff外から失礼します。
そのお写真、3枚目以外はしっかりメイクされていると思います…”"
https://twitter.com/jj42765401/status/1438691172118003724,2021-09-17 11:27:59.679000,“@wLXmEi3HQem72CI いのりまちの会員しか見られない画像をアイコンに使用するのはマナー違反です…ルールを守っていただきたいです。”
https://twitter.com/jj42765401/status/1443900252445036544,2021-10-01 20:27:01.209000,“@hanakuso1015 @work_is_over それ、ファンクラブいのりまちのdiary画像です。消してください。。。。”
